Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Nate Ness;;;;;;540.000;405.000;;;;;;;;;;;;;;;;;;;;
Nate Orchard;1.218.083;1.015.069;812.055;;;;;;;;;;;;;;;;;;;;;;;;
Nate Palmer;1.025.000;675.000;609.724;342.724;429.724;;;;;;;;;;;;;;;;;;;;;;
Nate Potter;;;;;494.856;404.856;;;;;;;;;;;;;;;;;;;;;
Nate Salley;;;;;;;;;126.250;370.000;360.000;242.647;;;;;;;;;;;;;;;
Nate Solder;11.166.418;10.322.666;5.604.666;2.717.429;2.329.225;1.941.021;1.552.817;;;;;;;;;;;;;;;;;;;;
Nate Sudfeld;285.882;484.333;;;;;;;;;;;;;;;;;;;;;;;;;
Nate Washington;;;615.000;4.800.000;5.100.000;4.300.000;4.200.000;1.900.000;4.200.000;1.417.000;435.000;350.000;216.470;;;;;;;;;;;;;;
Nathan Bussey;;;;;;;386.475;;;;;;;;;;;;;;;;;;;;
Nathan Enderle;;;;;;;417.215;;;;;;;;;;;;;;;;;;;;
Nathan Jones;;;;;;;525.000;880.000;1.175.000;1.110.000;510.000;398.833;318.833;243.833;;;;;;;;;;;;;
Nathan Overbay;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Nathan Palmer;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Nathan Peterman;524.874;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathan Stupar;1.800.000;1.075.000;585.000;495.000;190.588;;;;;;;;;;;;;;;;;;;;;;
Nathan Triplett;;;;;;540.000;465.000;;;;;;;;;;;;;;;;;;;;
Nathan Vasher;;;;;;;;630.000;4.866.666;5.216.666;2.864.166;522.500;402.500;327.500;;;;;;;;;;;;;
Navorro Bowman;1.000.000;10.234.000;7.654.000;4.434.000;3.105.562;2.215.562;625.562;495.562;;;;;;;;;;;;;;;;;;;
Nazair Jones;641.572;;;;;;;;;;;;;;;;;;;;;;;;;;
Ndamukong Suh;19.100.000;12.600.000;6.100.000;22.412.500;10.492.500;6.562.500;11.904.706;3.100.000;;;;;;;;;;;;;;;;;;;
Neal Sterling;361.764;525.000;281.470;;;;;;;;;;;;;;;;;;;;;;;;
Nehemiah Broughton;;;;;;;;470.000;;;435.000;41.176;244.083;;;;;;;;;;;;;;
Neiko Thorpe;1.334.375;635.294;585.000;495.000;;390.000;;;;;;;;;;;;;;;;;;;;;
Neil O'Donnell;;;;;;;;;;;;;;;800.000;1.648.167;;;;;;;;;;;
Neil Rackers;;;;;;;2.150.000;1.915.000;1.100.000;800.000;800.000;1.800.000;2.586.667;581.667;496.667;391.333;314.333;209.333;;;;;;;;;
Neiron Ball;;399.331;484.389;;;;;;;;;;;;;;;;;;;;;;;;
Nelson Agholor;2.557.466;2.131.221;1.704.977;;;;;;;;;;;;;;;;;;;;;;;;
Nelson Spruce;;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Neville Hewitt;217.058;525.333;435.333;;;;;;;;;;;;;;;;;;;;;;;;
Nevin Lawson;1.872.146;675.146;510.146;391.911;;;;;;;;;;;;;;;;;;;;;;;
Nevin McCaskill;;;;;;;450.000;;385.000;;;;;;;;;;;;;;;;;;
Nic Harris;;;;;;;;442.750;357.750;;;;;;;;;;;;;;;;;;
Nic Jacobs;;;510.000;345.882;;;;;;;;;;;;;;;;;;;;;;;
Nicholas Grigsby;158.823;158.820;;;;;;;;;;;;;;;;;;;;;;;;;
Nicholas Morrow;467.500;;;;;;;;;;;;;;;;;;;;;;;;;;
Nick Barnett;;;;;555.000;4.000.000;3.500.000;5.270.000;4.570.000;3.420.000;8.062.000;1.293.000;1.200.000;1.107.000;1.017.000;;;;;;;;;;;;
Nick Becton;40.588;675.000;447.352;232.941;;;;;;;;;;;;;;;;;;;;;;;
Nick Bellore;578.824;1.130.000;1.170.000;1.431.000;557.333;467.333;377.333;;;;;;;;;;;;;;;;;;;;
Nick Boyle;656.563;247.960;364.431;;;;;;;;;;;;;;;;;;;;;;;;
Nick Collins;;;;;;;4.237.500;10.950.000;3.417.500;892.500;807.500;722.500;570.000;;;;;;;;;;;;;;
Nick Dzubnar;542.647;401.716;436.666;;;;;;;;;;;;;;;;;;;;;;;;
Nick Eason;;;;;;1.025.000;960.000;630.000;677.500;662.500;510.000;425.000;305.000;100.833;230.833;;;;;;;;;;;;
Nick Easton;615.000;525.000;332.647;;;;;;;;;;;;;;;;;;;;;;;;
Nick Fairley;2.000.000;1.510.000;4.750.000;3.146.500;2.697.000;2.247.500;1.798.000;;;;;;;;;;;;;;;;;;;;
Nick Foles;1.600.000;1.750.000;4.042.000;770.880;655.880;525.880;;;;;;;;;;;;;;;;;;;;;
Nick Folk;1.750.000;3.343.333;1.463.333;3.600.000;620.000;605.000;552.280;545.000;487.000;397.000;312.000;;;;;;;;;;;;;;;;
Nick Hardwick;;;;6.150.000;4.350.000;3.000.000;3.675.000;3.000.000;2.500.000;2.000.000;3.050.000;3.486.667;491.667;416.667;;;;;;;;;;;;;
Nick Harris;;;;;;925.000;;1.641.667;1.541.667;1.291.667;941.667;710.000;665.000;753.000;375.000;;;;;;;;;;;;
Nick Hayden;;;665.000;730.000;630.000;;480.000;395.000;334.500;319.500;;;;;;;;;;;;;;;;;
Nick Hixon;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Nick Kaczur;;;;;;;;3.675.000;3.007.000;1.392.000;567.000;482.000;362.000;;;;;;;;;;;;;;
Nick Kasa;;;;348.150;435.150;;;;;;;;;;;;;;;;;;;;;;
Nick Kwiatkoski;683.780;593.780;;;;;;;;;;;;;;;;;;;;;;;;;
Nick Leckey;;;;;;;;;;605.000;510.000;452.833;332.833;257.833;;;;;;;;;;;;;
Nick Mangold;;8.600.000;10.407.100;7.227.100;9.117.100;5.240.100;5.267.100;2.904.000;1.613.000;1.450.500;1.673.000;1.034.000;;;;;;;;;;;;;;;
Nick Marshall;;370.588;436.666;;;;;;;;;;;;;;;;;;;;;;;;
Nick Martin;1.085.221;868.177;;;;;;;;;;;;;;;;;;;;;;;;;
Nick McDonald;;;;645.000;;540.000;132.352;;;;;;;;;;;;;;;;;;;;
Nick Miller;;;;;;;480.000;;;;;;;;;;;;;;;;;;;;
Nick Moody;;;412.941;521.918;431.918;;;;;;;;;;;;;;;;;;;;;;
Nick Novak;688.235;680.000;481.764;1.700.000;1.125.000;540.000;;;;445.000;;;;;;;;;;;;;;;;;
Nick O'Leary;615.000;525.000;102.352;;;;;;;;;;;;;;;;;;;;;;;;
Nick Perry;5.925.000;4.875.000;2.386.125;2.045.250;1.704.375;1.363.500;;;;;;;;;;;;;;;;;;;;;
Nick Pieschel;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Nick Polk;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Nick Roach;;;;3.771.250;1.636.250;2.815.000;1.685.000;1.684.000;460.000;370.000;100.588;;;;;;;;;;;;;;;;
Nick Rose;54.706;;;;;;;;;;;;;;;;;;;;;;;;;;
Nick Schommer;;;;;;;405.000;;321.033;;;;;;;;;;;;;;;;;;
Nick Speegle;;;;;;;;;;;;;257.500;;;;;;;;;;;;;;
Nick Sundberg;1.052.500;1.162.500;1.112.500;912.500;812.500;540.000;450.000;320.000;;;;;;;;;;;;;;;;;;;
Nick Taylor;;;;;;273.000;;;;;;;;;;;;;;;;;;;;;
Nick Toon;;;34.411;671.903;581.903;296.903;;;;;;;;;;;;;;;;;;;;;
Nick Vannett;726.220;614.220;;;;;;;;;;;;;;;;;;;;;;;;;
Nick Vigil;738.907;623.907;;;;;;;;;;;;;;;;;;;;;;;;;
Nick Williams;690.000;141.176;510.000;123.529;302.462;;;;;;;;;;;;;;;;;;;;;;
Nickell Robey-Coleman;695.000;1.658.333;1.020.667;497.333;407.333;;;;;;;;;;;;;;;;;;;;;;
Nico Johnson;;;30.000;320.294;526.500;;;;;;;;;;;;;;;;;;;;;;
Nico Siragusa;505.344;;;;;;;;;;;;;;;;;;;;;;;;;;
Nigel Bradham;4.750.000;2.750.000;1.656.356;650.827;594.356;504.356;;;;;;;;;;;;;;;;;;;;;
Nigel Harris;54.706;;;;;;;;;;;;;;;;;;;;;;;;;;
Nik Embernate;;;;;290.500;;;;;;;;;;;;;;;;;;;;;;
Nikita Whitlock;;348.000;421.235;;;;;;;;;;;;;;;;;;;;;;;;
Niko Koutouvides;;;;;;540.000;525.000;1.140.000;960.000;;;;;;;;;;;;;;;;;;
Nile Lawrence-Stample;;333.000;;;;;;;;;;;;;;;;;;;;;;;;;
Niles Brinkley;;;;;;;376.667;;;;;;;;;;;;;;;;;;;;
Niles Paul;2.208.334;1.583.333;1.833.333;690.413;600.413;510.413;420.413;;;;;;;;;;;;;;;;;;;;
Nnamdi Asomugha;;;;;;11.000.000;10.000.000;5.422.400;6.000.000;9.765.000;1.793.333;1.178.333;1.088.333;998.333;908.333;;;;;;;;;;;;
Noah Brown;482.984;;;;;;;;;;;;;;;;;;;;;;;;;;
Noah Herron;;;;;;;;;;;435.000;850.000;230.000;;;;;;;;;;;;;;
Noah Spence;1.371.886;1.097.509;;;;;;;;;;;;;;;;;;;;;;;;;
Nolan Carroll;;2.047.500;2.900.000;2.350.000;677.937;537.937;452.937;367.937;;;;;;;;;;;;;;;;;;;
Nolan Frese;;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Nordly Capi;109.412;;;;;;;;;;;;;;;;;;;;;;;;;;
Norv Turner;;;;;;;;3.000.000;3.000.000;3.000.000;3.000.000;;;;;;;;;;;;;;;;
O.J. Howard;2.003.438;;;;;;;;;;;;;;;;;;;;;;;;;;
Obafemi Ayanbadejo;;;;;;;;;;;130.000;840.000;640.000;635.000;;;;;;;;;;;;;
Obi Melifonwu;764.824;;;;;;;;;;;;;;;;;;;;;;;;;;
O'Brien Schofield;;;1.700.000;570.000;900.000;647.125;557.125;427.125;;;;;;;;;;;;;;;;;;;
Obum Gwacham;470.294;379.235;435.000;;;;;;;;;;;;;;;;;;;;;;;;
Oday Aboushi;975.000;675.000;550.588;544.750;454.750;;;;;;;;;;;;;;;;;;;;;;
Odell Beckham. Jr.;3.311.063;2.838.054;2.365.045;1.892.036;;;;;;;;;;;;;;;;;;;;;;;
Odell Thurman;;;;;;;;;;;;690.000;630.000;;;;;;;;;;;;;;
Ogemdi Nwaguo;;;;;630.000;390.000;525.000;395.000;310.000;;;;;;;;;;;;;;;;;;
Olindo Mare;;;;;;115.625;2.000.000;2.814.000;1.875.000;1.625.000;2.250.000;1.900.000;1.550.000;1.160.000;;;;;;;;;;;;;
Oliver Celestin;;;;;;;;;;183.235;510.000;;;;;;;;;;;;;;;;
Oliver Ross;;;;;;;;;;230.000;2.500.000;3.500.000;3.500.000;2.116.668;1.616.666;3.666.666;413.000;34.333;;178.333;;;;;;;
Olivier Vernon;16.000.000;13.000.000;1.701.520;759.520;669.520;549.520;;;;;;;;;;;;;;;;;;;;;
Olsen Pierre;540.000;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Omar Bolden;;;778.607;688.607;598.607;508.607;;;;;;;;;;;;;;;;;;;;;
Omar Brown;;;;;254.117;390.000;;;;;;;;;;;;;;;;;;;;;
Omar Gaither;;;;;489.705;540.000;;1.176.000;1.045.125;480.125;395.125;310.125;;;;;;;;;;;;;;;
Oniel Cousins;;;;635.000;800.000;775.000;;617.833;532.833;442.833;;;;;;;;;;;;;;;;;
Onrea Jones;;;;;;;;140.000;;;;;;;;;;;;;;;;;;;
Oren O'Neal;;;;;;;;;579.000;489.000;314.000;;;;;;;;;;;;;;;;
Orie Lemon;;;;335.294;56.471;390.000;;;;;;;;;;;;;;;;;;;;;
Orien Harris;;;;;;;;;460.000;370.000;360.000;275.000;;;;;;;;;;;;;;;
Orlando Franklin;;7.200.000;4.600.000;1.386.000;1.188.000;990.000;792.000;;;;;;;;;;;;;;;;;;;;
Orlando Scandrick;5.281.021;4.796.385;4.382.271;3.513.014;2.816.250;2.755.000;1.246.250;516.250;431.250;341.250;;;;;;;;;;;;;;;;;
Orleans Darkwa;1.037.500;600.000;510.000;172.941;;;;;;;;;;;;;;;;;;;;;;;
Orson Charles;202.940;;;;587.325;497.325;;;;;;;;;;;;;;;;;;;;;
Oscar Lua;;;;;;;;;;;205.750;;;;;;;;;;;;;;;;
Oshiomogho Atogwe;;;;;;;7.500.000;4.100.000;6.342.021;2.017.000;632.050;547.050;427.050;;;;;;;;;;;;;;
Osi Umenyiora;;;;4.750.000;3.750.000;4.932.555;3.625.000;5.500.000;5.850.000;5.000.000;4.245.000;3.741.750;1.571.750;596.250;516.250;;;;;;;;;;;;
Otha Peters;82.059;;;;;;;;;;;;;;;;;;;;;;;;;;
Otis Hudson;;;;;;;375.000;;;;;;;;;;;;;;;;;;;;
Ovie Mughelli;;;;;;;3.750.000;3.500.000;3.250.000;2.500.000;1.500.000;721.600;459.333;384.333;304.333;;;;;;;;;;;;
Owamagbe Odighizuwa;;745.125;620.125;;;;;;;;;;;;;;;;;;;;;;;;
Owen Daniels;;;2.750.000;1.000.000;5.750.000;5.250.000;4.687.500;3.168.000;2.792.000;537.500;452.500;367.500;;;;;;;;;;;;;;;
Owen Marecic;;;;;;567.000;477.000;;;;;;;;;;;;;;;;;;;;
Owen Schmitt;;;;;;540.000;594.500;509.500;424.500;334.500;;;;;;;;;;;;;;;;;
P.J.  Daniels;;;;;;;;;;538.667;453.667;368.667;;;;;;;;;;;;;;;
P.J. Williams;816.654;726.654;494.654;;;;;;;;;;;;;;;;;;;;;;;;
P.K. Sam;;;;;;;;;;;;;;38.000;;;;;;;;;;;;;
Pace Murphy;;450.666;;;;;;;;;;;;;;;;;;;;;;;;;
Pago Togafu;;;;;;;;;54.117;;285.000;;;;;;;;;;;;;;;;
Pannel Egboh;;;;;;219.375;;;;;;;;;;;;;;;;;;;;;
Paris Lenon;;;;;1.540.000;2.666.667;2.166.667;1.066.667;480.000;1.650.000;1.350.000;1.350.000;656.000;380.000;300.000;225.000;;;;;;;;;;;
Paris Warren;;;;;;;;;;;220.000;350.000;230.000;;;;;;;;;;;;;;
Parker Ehinger;699.727;600.727;;;;;;;;;;;;;;;;;;;;;;;;;
Parys Haralson;;;;635.000;1.281.250;2.550.000;2.350.000;3.040.000;5.774.000;489.000;404.000;319.000;;;;;;;;;;;;;;;
Pat Devlin;;;34.411;;480.000;390.000;44.117;;;;;;;;;;;;;;;;;;;;
Pat Elflein;699.210;;;;;;;;;;;;;;;;;;;;;;;;;;
Pat Harlow;;;;;;;;;;;;;;;;;;200.000;;1.500.000;;250.000;1.650.000;1.650.000;782.168;;732.166
Pat Lee;;;;;;230.625;765.000;680.000;595.000;505.000;;;;;;;;;;;;;;;;;
Pat McAfee;;2.700.000;3.200.000;2.950.000;2.977.000;1.322.500;529.500;386.264;324.570;;;;;;;;;;;;;;;;;;
Pat McCoy;;;;;;;;;;230.000;63.529;276.167;;;;;;;;;;;;;;;
Pat McQuistan;;;;;;437.500;;1.176.000;549.750;459.750;374.750;289.750;;;;;;;;;;;;;;;
Pat O'Connor;136.765;;;;;;;;;;;;;;;;;;;;;;;;;;
Pat O'Donnell;716.327;626.327;536.327;446.327;;;;;;;;;;;;;;;;;;;;;;;
Pat Ross;;;;;;;;;;295.000;;;;;;;;;;;;;;;;;
Pat Sims;352.941;1.225.000;665.000;2.000.000;1.750.000;1.200.000;1.392.050;662.050;577.050;487.050;;;;;;;;;;;;;;;;;
Pat Thomas;;;;;;;;;;445.000;360.000;372.667;252.667;;;;;;;;;;;;;;
Pat Watkins;;;;;;;;630.000;1.056.250;491.250;406.250;321.250;;;;;;;;;;;;;;;
Pat White;;;;;;;;907.718;726.175;;;;;;;;;;;;;;;;;;
Pat Williams;;;;;;;;5.937.500;5.937.500;8.427.084;16.854.168;3.666.666;6.166.666;3.634.000;3.234.000;2.984.000;1.488.000;1.160.000;;186.250;;;;;;;
Patrick Angerer;;;;;1.222.500;1.132.500;702.500;562.500;;;;;;;;;;;;;;;;;;;
Patrick Bailey;;;;;1.070.000;930.000;1.200.000;545.000;385.000;208.235;;;;;;;;;;;;;;;;;
Patrick Brown;;;;;;;450.000;;;;;;;;;;;;;;;;;;;;
Patrick Chung;6.200.000;3.187.500;2.000.000;1.070.000;3.000.000;1.165.000;1.075.000;1.905.000;885.000;;;;;;;;;;;;;;;;;;
Patrick Crayton;;;;;;;2.350.000;2.000.000;2.700.000;2.200.000;2.500.000;425.000;318.769;243.769;;;;;;;;;;;;;
Patrick DiMarco;1.850.000;897.500;697.500;570.000;423.529;390.000;258.666;;;;;;;;;;;;;;;;;;;;
Patrick Estes;;;;;;;;;;;435.000;359.750;239.750;;;;;;;;;;;;;;
Patrick Kerney;;;;;;;;;7.099.999;3.849.999;3.249.999;8.309.296;6.414.285;5.814.285;5.618.285;4.108.285;1.127.000;990.000;;;;;;;;;
Patrick Lewis;;900.000;585.000;349.411;47.647;;;;;;;;;;;;;;;;;;;;;;
Patrick Mahomes;2.986.506;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrick Mannelly;;;;;1.040.000;1.061.666;1.051.666;956.666;;;;;;;;;;;;;;;;;;;
Patrick Murray;381.176;;;420.000;;;;;;;;;;;;;;;;;;;;;;;
Patrick Omameh;875.000;675.000;585.000;495.000;285.882;;;;;;;;;;;;;;;;;;;;;;
Patrick Onwuasor;540.000;317.640;;;;;;;;;;;;;;;;;;;;;;;;;
Patrick Peterson;13.706.965;10.534.024;14.791.491;6.937.132;5.026.227;4.188.523;3.350.818;;;;;;;;;;;;;;;;;;;;
Patrick Ricard;467.166;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrick Robinson;775.000;4.000.000;2.000.000;2.804.333;2.246.833;2.061.833;1.474.500;1.237.000;;;;;;;;;;;;;;;;;;;
Patrick Scales;615.000;525.000;153.529;49.411;;;;;;;;;;;;;;;;;;;;;;;
Patrick Trahan;;;;;;465.000;;;;;;;;;;;;;;;;;;;;;
Patrick Turner;;;;;;;525.000;395.000;488.575;;;;;;;;;;;;;;;;;;
Patrick Willis;;;;6.863.000;2.386.750;17.777.332;6.538.413;2.853.000;2.355.000;4.075.000;1.650.000;;;;;;;;;;;;;;;;
Paul Cornick;;;;420.000;;;;;;;;;;;;;;;;;;;;;;;
Paul Dawson;95.294;61.764;580.488;;;;;;;;;;;;;;;;;;;;;;;;
Paul Ernster;;;;;;;;;;;360.000;275.000;230.000;;;;;;;;;;;;;;
Paul Fanaika;;;1.383.333;780.000;680.000;;525.000;341.000;310.000;;;;;;;;;;;;;;;;;;
Paul Hazel;;;;116.470;405.000;;;;;;;;;;;;;;;;;;;;;;
Paul Hubbard;;;;;;;;69.705;;34.705;;;;;;;;;;;;;;;;;
Paul Kruger;;1.600.000;8.200.000;8.200.000;8.200.000;865.000;775.000;645.000;560.000;;;;;;;;;;;;;;;;;;
Paul Lasike;;211.760;;;;;;;;;;;;;;;;;;;;;;;;;
Paul McQuistan;;;;1.580.000;3.375.000;1.625.000;685.000;;496.875;643.750;558.750;473.750;;;;;;;;;;;;;;;
Paul McRoberts;;52.940;;;;;;;;;;;;;;;;;;;;;;;;;
Paul Perkins;603.137;513.137;;;;;;;;;;;;;;;;;;;;;;;;;
Paul Posluszny;6.166.668;5.104.166;6.885.416;9.500.000;8.500.000;7.000.000;3.000.000;1.082.000;1.017.000;917.000;767.000;;;;;;;;;;;;;;;;
Paul Richardson;1.499.538;1.285.319;1.071.099;856.879;;;;;;;;;;;;;;;;;;;;;;;
Paul Soliai;;2.906.250;4.400.000;5.400.000;7.375.000;4.125.000;12.476.000;667.500;577.500;487.500;402.500;;;;;;;;;;;;;;;;
Paul Turner;;158.820;;;;;;;;;;;;;;;;;;;;;;;;;
Paul Williams;;;;;;;;;;551.750;466.750;;;;;;;;;;;;;;;;
Paul Worrilow;3.000.000;2.553.000;585.668;495.666;405.666;;;;;;;;;;;;;;;;;;;;;;
Paxton Lynch;2.153.704;1.722.963;;;;;;;;;;;;;;;;;;;;;;;;;
Percy Harvin;;1.005.882;4.000.000;6.470.588;4.900.000;2.043.800;1.783.800;3.682.300;1.236.300;;;;;;;;;;;;;;;;;;
Percy Snow;;;;;;;;;;;;;;;;;;;;;;;;;250.000;;700.000
Peria Jerry;;;;;2.010.000;1.950.000;1.800.000;1.500.000;1.200.000;;;;;;;;;;;;;;;;;;
Pernell McPhee;7.825.000;7.675.000;6.675.000;681.140;591.140;501.140;411.140;;;;;;;;;;;;;;;;;;;;
Perrish Cox;;;3.333.333;695.000;;465.000;;370.500;;;;;;;;;;;;;;;;;;;
Perry Riley;;581.176;4.049.804;3.000.000;1.455.500;672.500;582.500;452.500;;;;;;;;;;;;;;;;;;;
Pete Robertson;82.059;;;;;;;;;;;;;;;;;;;;;;;;;;
Peter Konz;;;;978.709;815.591;652.473;;;;;;;;;;;;;;;;;;;;;
Peter Warrick;;;;;;;;;;;;;2.280.000;3.470.000;3.250.000;3.030.000;2.310.000;2.090.000;;;;;;;;;
Peyton Barber;540.000;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Peyton Hillis;;;;855.000;359.118;2.800.000;555.000;470.000;397.450;307.450;;;;;;;;;;;;;;;;;
Peyton Manning;;;17.500.000;17.500.000;17.500.000;18.000.000;16.000.000;19.266.666;23.216.666;20.716.666;10.216.666;8.550.000;6.415.000;6.285.000;15.375.333;10.331.333;8.485.333;6.699.333;;3.077.333;;;;;;;
Peyton Thompson;690.000;600.000;480.000;;;;;;;;;;;;;;;;;;;;;;;;
Pharaoh Brown;54.706;;;;;;;;;;;;;;;;;;;;;;;;;;
Pharoh Cooper;678.666;588.666;;;;;;;;;;;;;;;;;;;;;;;;;
Phil Bates;;;;24.705;;;;;;;;;;;;;;;;;;;;;;;
Phil Costa;;;;;975.000;494.000;409.000;324.000;;;;;;;;;;;;;;;;;;;
Phil Dawson;2.500.000;3.134.000;4.134.000;2.000.000;2.350.000;3.810.000;3.250.000;1.310.000;1.470.000;1.470.000;1.320.000;1.270.000;1.060.000;800.000;730.000;725.000;389.000;275.000;;265.000;;;;;;;
Phil Hansen;;;;;;;;;;;;;;;;1.653.334;3.653.333;2.093.333;;3.200.000;;1.833.334;1.871.333;495.333;435.000;;335.000
Phil Taylor;378.000;;;2.575.125;2.207.250;1.839.375;1.471.500;;;;;;;;;;;;;;;;;;;;
Philip Blake;;;;;;308.400;;;;;;;;;;;;;;;;;;;;;
Philip Rivers;18.000.000;16.500.000;21.166.668;16.666.666;13.776.666;15.310.000;13.510.000;11.710.000;14.135.000;9.675.000;8.675.000;7.350.000;4.855.000;2.580.000;;;;;;;;;;;;;
Philip Steward;;;;;291.333;;;;;;;;;;;;;;;;;;;;;;
Philip Wheeler;;680.000;378.529;6.400.000;2.400.000;540.000;1.361.000;631.000;546.000;456.000;;;;;;;;;;;;;;;;;
Phillip Adams;;;585.000;570.000;775.000;540.000;317.647;334.462;;;;;;;;;;;;;;;;;;;
Phillip Buchanon;;;;;;;1.889.705;1.750.000;4.250.000;3.155.000;1.845.000;517.647;700.000;1.450.000;1.300.000;1.200.000;;;;;;;;;;;
Phillip Dillard;;;;;;;;443.160;;;;;;;;;;;;;;;;;;;
Phillip Dorsett;1.174.583;1.848.958;1.479.166;;;;;;;;;;;;;;;;;;;;;;;;
Phillip Gaines;855.778;755.778;509.513;557.278;;;;;;;;;;;;;;;;;;;;;;;
Phillip Hunt;;;;;329.668;486.666;371.666;;;;;;;;;;;;;;;;;;;;
Phillip Loadholt;;;6.750.000;5.750.000;4.750.000;917.500;827.500;697.500;1.035.000;;;;;;;;;;;;;;;;;;
Phillip Manley;;;;;;170.625;;;;;;;;;;;;;;;;;;;;;
Phillip Merling;;;;;;;2.315.000;2.215.000;2.115.000;710.000;;;;;;;;;;;;;;;;;
Phillip Supernaw;1.200.000;600.000;510.000;98.823;23.823;;;;;;;;;;;;;;;;;;;;;;
Phillip Tanner;;;;75.882;555.500;465.500;375.500;;;;;;;;;;;;;;;;;;;;
Phillip Thomas;;333.000;;222.352;394.301;;;;;;;;;;;;;;;;;;;;;;
Pierre Desir;721.250;;611.903;521.903;;;;;;;;;;;;;;;;;;;;;;;
Pierre Garcon;6.425.000;10.200.000;9.700.000;9.700.000;8.106.250;4.684.375;1.217.900;487.900;402.900;312.900;;;;;;;;;;;;;;;;;
Pierre Thomas;;;175.294;1.570.000;2.500.000;2.260.000;3.340.000;1.684.000;461.667;371.667;286.667;;;;;;;;;;;;;;;;
Pierre Warren;;;;148.235;;;;;;;;;;;;;;;;;;;;;;;
Pierre Woods;;;;;;;;630.000;1.545.000;445.000;363.750;278.750;;;;;;;;;;;;;;;
Pita Taumoepenu;501.361;;;;;;;;;;;;;;;;;;;;;;;;;;
Plaxico Burress;;;;;620.000;925.000;3.017.000;;;4.916.250;4.925.000;4.005.000;1.600.000;2.440.400;1.904.375;2.150.750;1.651.125;1.522.500;;;;;;;;;
Preist Holmes;;;;;;;;;;;5.148.214;2.865.214;4.963.214;2.708.214;1.235.714;2.150.000;1.848.000;472.000;;194.640;;;;;;;
Prescott Burgess;;;;;;;487.500;1.101.000;460.000;233.916;197.041;;;;;;;;;;;;;;;;
Preston Brown;1.959.000;793.750;702.000;582.000;;;;;;;;;;;;;;;;;;;;;;;
Preston Parker;;;;570.000;;540.000;405.000;320.000;;;;;;;;;;;;;;;;;;;
Preston Smith;1.576.187;1.313.490;1.050.791;;;;;;;;;;;;;;;;;;;;;;;;
Prince Amukamara;7.000.000;5.593.750;6.898.000;2.603.013;2.231.154;1.859.295;1.487.436;;;;;;;;;;;;;;;;;;;;
Prince Charles Iworah;;52.940;;;;;;;;;;;;;;;;;;;;;;;;;
Prince Miller;;;;;;465.000;;;;;;;;;;;;;;;;;;;;;
Prince Shembo;;;;495.146;;;;;;;;;;;;;;;;;;;;;;;
Qadry Ismail;;;;;;;;;;;;;;;800.000;1.132.000;1.043.000;825.000;;406.250;;506.468;418.312;350.156;302.000;;
Quan Bray;;410.462;255.882;;;;;;;;;;;;;;;;;;;;;;;;
Quan Cosby;;;;;;1.042.334;525.000;;;;;;;;;;;;;;;;;;;;
Quan Sturdivant;;;;;;;403.947;;;;;;;;;;;;;;;;;;;;
Quandre Diggs;643.838;553.838;463.838;;;;;;;;;;;;;;;;;;;;;;;;
Quanterus Smith;;;;468.000;336.000;;;;;;;;;;;;;;;;;;;;;;
Quentin Gause;;105.881;;;;;;;;;;;;;;;;;;;;;;;;;
Quentin Groves;;;;570.000;1.300.000;700.000;893.750;808.750;723.750;633.750;;;;;;;;;;;;;;;;;
Quentin Jammer;;;;;1.500.000;4.000.000;3.750.000;3.900.000;3.650.000;3.400.000;9.533.332;6.833.332;3.450.000;3.250.000;2.250.000;2.062.500;;;;;;;;;;;
Quentin Moses;;;;;;;;1.101.000;460.000;370.000;285.000;;;;;;;;;;;;;;;;
Quincy Adeboyejo;27.353;;;;;;;;;;;;;;;;;;;;;;;;;;
Quincy Black;;;;;;5.750.000;6.000.000;1.205.318;666.250;576.250;491.250;;;;;;;;;;;;;;;;
Quincy Enunwa;615.000;525.000;332.647;24.705;;;;;;;;;;;;;;;;;;;;;;;
Quincy Mauger;348.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Quincy Wilson;1.048.414;;;;;;;;;;25.588;123.529;;73.950;;;;;;;;;;;;;
Quinn Johnson;;;;;168.235;615.000;525.000;443.068;358.068;;;;;;;;;;;;;;;;;;
Quinn Ojinnaka;;;;;;;;1.106.823;580.125;490.125;405.125;320.125;;;;;;;;;;;;;;;
Quinn PItcock;;;;;;;;;;;430.500;;;;;;;;;;;;;;;;
Quinn Sypniewski;;;;;;;;;1.010.000;479.833;394.833;309.833;;;;;;;;;;;;;;;
